id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion
1375;Flora;Bromus lanatus;;Bromus oliganthus;Bromus;Poaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
1376;Flora;Bromus segetum;;Bromus procerus;Bromus;Poaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
1377;Flora;Bromus sp1;;;Bromus;Poaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
1378;Flora;Bromus striatus;;Bromus catharticus subsp. striatus;Bromus;Poaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;AR,AY,LL,LI,MO;No aplica
1379;Flora;Browningia candelaris;;Cereus candelaris;Browningia;Cactaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;Candelabro;;Cactus;No aplica;VU;DD;Apendice II;No endemica;No aplica
1380;Flora;Bryantiella glutinosa;;Gilia glutinosa;Bryantiella;Polemoniaceae;Ericales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
1381;Flora;Bulbostylis juncoides;;Stenophyllus tenuifolius f. latesquamatus;Bulbostylis;Cyperaceae;Poales;Magnoliopsida;Tracheophyta;Plantae;;;Hierba;No aplica;No categorizada;No categorizada;No incluida;No endemica;No aplica
1382;Flora;Cactaceae sp.;;;Cactaceae N.D.;Cactaceae;Caryophyllales;Magnoliopsida;Tracheophyta;Plantae;;;Cactus;No aplica;No categorizada;No categorizada;Apendice II;No endemica;No aplica
1383;Flora;Caesalpinia spinosa;;Poinciana spinosa;Caesalpinia;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae;Tara;;Arbol;No aplica;VU;No categorizada;No incluida;No endemica;No aplica
1384;Flora;Caiophora andina;;Loasa heptamera var. chelidonifolia;Caiophora;Loasaceae;Cornales;Magnoliopsida;Tracheophyta;Plantae;Kisa de altura;;Hierba;No aplica;No categorizada;LC;No incluida;No endemica;No aplica
1385;Flora;Caiophora carduifolia;;Blumenbachia carduifolia;Caiophora;Loasaceae;Cornales;Magnoliopsida;Tracheophyta;Plantae;;;Arbusto;No aplica;No categorizada;No categorizada;No incluida;AP,AR,CU,HV,JU,LI,SM;No aplica
